0059206565	2065	0001030594	000001511644	000020	MAS Intimates Bangladesh (Pvt) Ltd	000000000003016065	51064 BIANCO T001 NEW - 27940	20140210	20140205	     28.415	     86.211
0059206566	2065	0001030594	000001511644	000020	MAS Intimates Bangladesh (Pvt) Ltd	000000000003016065	51064 BIANCO T001 NEW - 27940	20140210	20140205	     23.289	     70.659
0059206567	2065	0001030594	000001511644	000020	MAS Intimates Bangladesh (Pvt) Ltd	000000000003016065	51064 BIANCO T001 NEW - 27940	20140210	20140205	     26.513	     80.440
0059206568	2065	0001030594	000001511644	000020	MAS Intimates Bangladesh (Pvt) Ltd	000000000003016065	51064 BIANCO T001 NEW - 27940	20140210	20140205	     23.484	     71.250
0059206569	2065	0001030594	000001511644	000020	MAS Intimates Bangladesh (Pvt) Ltd	000000000003016065	51064 BIANCO T001 NEW - 27940	20140210	20140205	     25.742	     78.101
0059206570	2065	0001030594	000001511644	000020	MAS Intimates Bangladesh (Pvt) Ltd	000000000003016065	51064 BIANCO T001 NEW - 27940	20140210	20140205	     23.121	     70.149
0059178034	2065	0001030203	000001511928	000020	ALPHA APPARELS LTD	000000000003016284	51356 NERO (NEW) - 27782	20140206	20140129	     13.170	     53.101
0059178037	2065	0001030203	000001511928	000020	ALPHA APPARELS LTD	000000000003016284	51356 NERO (NEW) - 27782	20140206	20140129	     12.820	     51.690
0059178039	2065	0001030203	000001511928	000020	ALPHA APPARELS LTD	000000000003016284	51356 NERO (NEW) - 27782	20140206	20140129	     22.458	     90.551
0059178043	2065	0001030203	000001511928	000020	ALPHA APPARELS LTD	000000000003016284	51356 NERO (NEW) - 27782	20140206	20140129	     17.309	     69.790
0059178046	2065	0001030203	000001511928	000020	ALPHA APPARELS LTD	000000000003016284	51356 NERO (NEW) - 27782	20140206	20140129	     26.860	    108.300
0059178048	2065	0001030203	000001511928	000020	ALPHA APPARELS LTD	000000000003016284	51356 NERO (NEW) - 27782	20140206	20140129	     22.847	     92.119
0059201119	2065	0001030549	000001511699	000010	Brandix Apparel Limited	000000000003017814	52655 BLACK - 30075	20140206	20140203	     25.853	     90.511
0059201120	2065	0001030549	000001511699	000010	Brandix Apparel Limited	000000000003017814	52655 BLACK - 30075	20140206	20140203	     27.418	     95.990
0059201121	2065	0001030549	000001511699	000010	Brandix Apparel Limited	000000000003017814	52655 BLACK - 30075	20140206	20140203	     26.761	     93.690
0059201122	2065	0001030549	000001511699	000010	Brandix Apparel Limited	000000000003017814	52655 BLACK - 30075	20140206	20140203	     29.677	    103.899
0059201123	2065	0001030549	000001511699	000010	Brandix Apparel Limited	000000000003017814	52655 BLACK - 30075	20140206	20140203	     25.073	     87.781
0059201124	2065	0001030549	000001511699	000010	Brandix Apparel Limited	000000000003017814	52655 BLACK - 30075	20140206	20140203	     25.855	     90.518
0059201125	2065	0001030549	000001511699	000010	Brandix Apparel Limited	000000000003017814	52655 BLACK - 30075	20140206	20140203	     27.321	     95.651
0059201126	2065	0001030549	000001511699	000010	Brandix Apparel Limited	000000000003017814	52655 BLACK - 30075	20140206	20140203	     27.089	     94.839
0059201127	2065	0001030549	000001511699	000010	Brandix Apparel Limited	000000000003017814	52655 BLACK - 30075	20140206	20140203	     27.446	     96.088
0059201130	2065	0001030549	000001511699	000010	Brandix Apparel Limited	000000000003017814	52655 BLACK - 30075	20140206	20140203	     25.764	     90.200
0059201129	2065	0001030549	000001511699	000010	Brandix Apparel Limited	000000000003017814	52655 BLACK - 30075	20140206	20140203	     25.950	     90.851
0059201128	2065	0001030549	000001511699	000010	Brandix Apparel Limited	000000000003017814	52655 BLACK - 30075	20140206	20140203	     28.315	     99.131
0059180947	2065	0001029992	000001512421	000010	Brandix Apparel Limited	000000000003018152	52107 WHITE 10001B MSCI - 31195	20140206	20140130	     27.560	     95.688
0059180948	2065	0001029992	000001512421	000010	Brandix Apparel Limited	000000000003018152	52107 WHITE 10001B MSCI - 31195	20140206	20140130	     31.336	    108.799
0059180949	2065	0001029992	000001512421	000010	Brandix Apparel Limited	000000000003018152	52107 WHITE 10001B MSCI - 31195	20140206	20140130	     29.810	    103.500
0059152787	2062	0001029992	000001510396	000010	Brandix Apparel Limited	000000000003018152	52107 WHITE 10001B MSCI - 31195	20140206	20140124	     17.722	     61.531
0059154673	2062	0001029992	000001510399	000010	Brandix Apparel Limited	000000000003018152	52107 WHITE 10001B MSCI - 31195	20140206	20140124	     26.757	     92.900
0059154674	2062	0001029992	000001510399	000010	Brandix Apparel Limited	000000000003018152	52107 WHITE 10001B MSCI - 31195	20140206	20140124	     19.916	     69.148
0059171399	2062	0001029992	000001510926	000010	Brandix Apparel Limited	000000000003018152	52107 WHITE 10001B MSCI - 31195	20140206	20140128	     13.580	     47.150
0059171400	2062	0001029992	000001510926	000010	Brandix Apparel Limited	000000000003018152	52107 WHITE 10001B MSCI - 31195	20140206	20140128	     13.399	     46.521
0059171401	2062	0001029992	000001510926	000010	Brandix Apparel Limited	000000000003018152	52107 WHITE 10001B MSCI - 31195	20140206	20140128	     24.591	     85.380
0059171402	2062	0001029992	000001510926	000010	Brandix Apparel Limited	000000000003018152	52107 WHITE 10001B MSCI - 31195	20140206	20140128	     22.753	     78.998
0059171403	2062	0001029992	000001510926	000010	Brandix Apparel Limited	000000000003018152	52107 WHITE 10001B MSCI - 31195	20140206	20140128	     24.712	     85.800
0059171404	2062	0001029992	000001510926	000010	Brandix Apparel Limited	000000000003018152	52107 WHITE 10001B MSCI - 31195	20140206	20140128	     23.433	     81.359
0059171405	2062	0001029992	000001510926	000010	Brandix Apparel Limited	000000000003018152	52107 WHITE 10001B MSCI - 31195	20140206	20140128	     24.827	     86.199
0059171406	2062	0001029992	000001510926	000010	Brandix Apparel Limited	000000000003018152	52107 WHITE 10001B MSCI - 31195	20140206	20140128	     24.150	     83.849
0059171407	2062	0001029992	000001510926	000010	Brandix Apparel Limited	000000000003018152	52107 WHITE 10001B MSCI - 31195	20140206	20140128	     21.071	     73.159
0059206266	2065	0001030386	000001510561	000030	Brandix Apparel Limited	000000000003018188	53919 WHITE 10001B MSCI - 31649	20140206	20140205	      7.116	     26.351
0059206265	2065	0001030386	000001510561	000030	Brandix Apparel Limited	000000000003018188	53919 WHITE 10001B MSCI - 31649	20140206	20140205	      8.075	     29.902
0059206264	2065	0001030386	000001510561	000030	Brandix Apparel Limited	000000000003018188	53919 WHITE 10001B MSCI - 31649	20140206	20140205	      5.544	     20.529
0059165492	2065	0001030504	000001511658	000030	Brandix Apparel Limited	000000000003018201	53002 BLACK - 31660	20140206	20140127	     17.184	     60.161
0059165491	2065	0001030504	000001511658	000030	Brandix Apparel Limited	000000000003018201	53002 BLACK - 31660	20140206	20140127	     28.706	    100.500
0059165490	2065	0001030504	000001511658	000030	Brandix Apparel Limited	000000000003018201	53002 BLACK - 31660	20140206	20140127	     23.328	     81.671
0059165489	2065	0001030504	000001511658	000030	Brandix Apparel Limited	000000000003018201	53002 BLACK - 31660	20140206	20140127	     18.626	     65.210
0059165488	2065	0001030504	000001511658	000030	Brandix Apparel Limited	000000000003018201	53002 BLACK - 31660	20140206	20140127	     27.472	     96.179
0059165487	2065	0001030504	000001511658	000030	Brandix Apparel Limited	000000000003018201	53002 BLACK - 31660	20140206	20140127	     23.422	     82.000
0058958323	2070		1498694X	000000	Brandix Apparel Limited	000000000003018201	53002 BLACK - 31660	00000000	20131205	     20.366	     71.301
0059208505	2065	0001030561	000001513345	000010	Unichela (Pvt) Ltd	000000000003018693	54391 RIO RED 19 1656 TCX - 32786	20140206	20140205	     18.642	     66.459
0059208504	2065	0001030561	000001513345	000010	Unichela (Pvt) Ltd	000000000003018693	54391 RIO RED 19 1656 TCX - 32786	20140206	20140205	     21.032	     74.979
0059208503	2065	0001030561	000001513345	000010	Unichela (Pvt) Ltd	000000000003018693	54391 RIO RED 19 1656 TCX - 32786	20140206	20140205	     28.471	    101.499
0059208502	2065	0001030561	000001513345	000010	Unichela (Pvt) Ltd	000000000003018693	54391 RIO RED 19 1656 TCX - 32786	20140206	20140205	     14.867	     53.001
0059175487	2065	0001030227	000001511121	000240	Omega Line Ltd	000000000003019235	50375B BIANCO T001 NEW  (BODY M) - 33813	20140130	20140129	      4.796	     17.999
0059175488	2065	0001030227	000001511121	000240	Omega Line Ltd	000000000003019235	50375B BIANCO T001 NEW  (BODY M) - 33813	20140130	20140129	     26.110	     97.991
0059175489	2065	0001030227	000001511121	000240	Omega Line Ltd	000000000003019235	50375B BIANCO T001 NEW  (BODY M) - 33813	20140130	20140129	      5.388	     20.221
0059175490	2065	0001030227	000001511121	000240	Omega Line Ltd	000000000003019235	50375B BIANCO T001 NEW  (BODY M) - 33813	20140130	20140129	     16.755	     62.882
0059175491	2065	0001030227	000001511121	000240	Omega Line Ltd	000000000003019235	50375B BIANCO T001 NEW  (BODY M) - 33813	20140130	20140129	     15.646	     58.719
0059175492	2065	0001030227	000001511121	000240	Omega Line Ltd	000000000003019235	50375B BIANCO T001 NEW  (BODY M) - 33813	20140130	20140129	     16.872	     63.321
0059175493	2065	0001030227	000001511121	000240	Omega Line Ltd	000000000003019235	50375B BIANCO T001 NEW  (BODY M) - 33813	20140130	20140129	     27.578	    103.500
0059175494	2065	0001030227	000001511121	000240	Omega Line Ltd	000000000003019235	50375B BIANCO T001 NEW  (BODY M) - 33813	20140130	20140129	     24.780	     92.999
0059175495	2065	0001030227	000001511121	000240	Omega Line Ltd	000000000003019235	50375B BIANCO T001 NEW  (BODY M) - 33813	20140130	20140129	     25.516	     95.762
0059175496	2065	0001030227	000001511121	000240	Omega Line Ltd	000000000003019235	50375B BIANCO T001 NEW  (BODY M) - 33813	20140130	20140129	     20.466	     76.809
0059179545	2065	0001030227	000001511125	000240	Omega Line Ltd	000000000003019235	50375B BIANCO T001 NEW  (BODY M) - 33813	20140130	20140129	      5.921	     22.222
0059179546	2065	0001030227	000001511125	000240	Omega Line Ltd	000000000003019235	50375B BIANCO T001 NEW  (BODY M) - 33813	20140130	20140129	     18.865	     70.800
0059179549	2065	0001030227	000001511125	000240	Omega Line Ltd	000000000003019235	50375B BIANCO T001 NEW  (BODY M) - 33813	20140130	20140129	     20.994	     78.790
0059179550	2065	0001030227	000001511125	000240	Omega Line Ltd	000000000003019235	50375B BIANCO T001 NEW  (BODY M) - 33813	20140130	20140129	     15.620	     58.622
0059179551	2065	0001030227	000001511125	000240	Omega Line Ltd	000000000003019235	50375B BIANCO T001 NEW  (BODY M) - 33813	20140130	20140129	     28.431	    106.702
0059179552	2065	0001030227	000001511125	000240	Omega Line Ltd	000000000003019235	50375B BIANCO T001 NEW  (BODY M) - 33813	20140130	20140129	     14.847	     55.721
0059179553	2065	0001030227	000001511125	000240	Omega Line Ltd	000000000003019235	50375B BIANCO T001 NEW  (BODY M) - 33813	20140130	20140129	     10.845	     40.701
0059179554	2065	0001030227	000001511125	000240	Omega Line Ltd	000000000003019235	50375B BIANCO T001 NEW  (BODY M) - 33813	20140130	20140129	     11.497	     43.148
0059179555	2065	0001030227	000001511125	000240	Omega Line Ltd	000000000003019235	50375B BIANCO T001 NEW  (BODY M) - 33813	20140130	20140129	     12.803	     48.050
0059179556	2065	0001030227	000001511125	000240	Omega Line Ltd	000000000003019235	50375B BIANCO T001 NEW  (BODY M) - 33813	20140130	20140129	      5.889	     22.101
0059179557	2065	0001030227	000001511125	000240	Omega Line Ltd	000000000003019235	50375B BIANCO T001 NEW  (BODY M) - 33813	20140130	20140129	      5.697	     21.381
0059141763	2065	0001030048	000001510746	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	     11.375	     42.690
0059141762	2065	0001030048	000001510746	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	     21.324	     80.029
0059141761	2065	0001030048	000001510746	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	     16.539	     62.071
0059141760	2065	0001030048	000001510746	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	     26.832	    100.700
0059141759	2065	0001030048	000001510746	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	     16.898	     63.418
0059141758	2065	0001030048	000001510746	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	     10.989	     41.242
0059141757	2065	0001030048	000001510746	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	     19.251	     72.249
0059141756	2065	0001030048	000001510746	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	     14.418	     54.111
0059141755	2065	0001030048	000001510746	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	     26.725	    100.299
0059141754	2065	0001030048	000001510746	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	     21.236	     79.699
0059141753	2065	0001030048	000001510746	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	     20.360	     76.411
0059141752	2065	0001030048	000001510746	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	     23.810	     89.359
0059141751	2065	0001030048	000001510746	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	     20.842	     78.220
0059140321	2065	0001030048	000001510759	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	     28.244	    106.000
0059140320	2065	0001030048	000001510759	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	     14.122	     53.000
0059140319	2065	0001030048	000001510759	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	     19.435	     72.940
0059140318	2065	0001030048	000001510759	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	     26.859	    100.802
0059140317	2065	0001030048	000001510759	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	      7.842	     29.431
0059140316	2065	0001030048	000001510759	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	     23.501	     88.199
0059140315	2065	0001030048	000001510759	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	     23.315	     87.501
0059140310	2065	0001030048	000001510759	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	     26.350	     98.892
0059140311	2065	0001030048	000001510759	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	     18.316	     68.740
0059140312	2065	0001030048	000001510759	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	     26.080	     97.878
0059140313	2065	0001030048	000001510759	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	     21.005	     78.832
0059140314	2065	0001030048	000001510759	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	     24.261	     91.052
0059140309	2065	0001030048	000001510759	000600	Omega Line Ltd	000000000003019236	50375B NERO 0006 NEW (BODY M) - 33814	20140121	20140122	     27.951	    104.900
0059112306	2065	0001030227	000001506921	000330	Omega Line Ltd	000000000003019237	50375B BLU CIELO 1757 (BODY M) - 33815	20140116	20140114	      8.649	     32.460
0059112304	2065	0001030227	000001506921	000330	Omega Line Ltd	000000000003019237	50375B BLU CIELO 1757 (BODY M) - 33815	20140116	20140114	     11.292	     42.379
0059112303	2065	0001030227	000001506921	000330	Omega Line Ltd	000000000003019237	50375B BLU CIELO 1757 (BODY M) - 33815	20140116	20140114	     13.179	     49.461
0059112302	2065	0001030227	000001506921	000330	Omega Line Ltd	000000000003019237	50375B BLU CIELO 1757 (BODY M) - 33815	20140116	20140114	      9.313	     34.952
0059112301	2065	0001030227	000001506921	000330	Omega Line Ltd	000000000003019237	50375B BLU CIELO 1757 (BODY M) - 33815	20140116	20140114	     21.817	     81.879
0059112299	2065	0001030227	000001506921	000330	Omega Line Ltd	000000000003019237	50375B BLU CIELO 1757 (BODY M) - 33815	20140116	20140114	      4.087	     15.339
0059112298	2065	0001030227	000001506921	000330	Omega Line Ltd	000000000003019237	50375B BLU CIELO 1757 (BODY M) - 33815	20140116	20140114	     17.927	     67.280
0059112297	2065	0001030227	000001506921	000330	Omega Line Ltd	000000000003019237	50375B BLU CIELO 1757 (BODY M) - 33815	20140116	20140114	     16.374	     61.452
0059171097	2065	0001030341	000001509367	000450	Omega Line Ltd	000000000003019553	54306D BLACK - 34207	20140123	20140128	     17.851	     74.831
0059171096	2065	0001030341	000001509367	000450	Omega Line Ltd	000000000003019553	54306D BLACK - 34207	20140123	20140128	     17.464	     73.209
0059171095	2065	0001030341	000001509367	000450	Omega Line Ltd	000000000003019553	54306D BLACK - 34207	20140123	20140128	     23.108	     96.869
0059171094	2065	0001030341	000001509367	000450	Omega Line Ltd	000000000003019553	54306D BLACK - 34207	20140123	20140128	     13.342	     55.930
0059171093	2065	0001030341	000001509367	000450	Omega Line Ltd	000000000003019553	54306D BLACK - 34207	20140123	20140128	      9.938	     41.660
0059171092	2065	0001030341	000001509367	000450	Omega Line Ltd	000000000003019553	54306D BLACK - 34207	20140123	20140128	     24.666	    103.400
0059171091	2065	0001030341	000001509367	000450	Omega Line Ltd	000000000003019553	54306D BLACK - 34207	20140123	20140128	     23.154	     97.062
0059171090	2065	0001030341	000001509367	000450	Omega Line Ltd	000000000003019553	54306D BLACK - 34207	20140123	20140128	     23.013	     96.470
0059171098	2065	0001030341	000001509367	000450	Omega Line Ltd	000000000003019553	54306D BLACK - 34207	20140123	20140128	     19.764	     82.851
0059171110	2065	0001030341	000001509367	000450	Omega Line Ltd	000000000003019553	54306D BLACK - 34207	20140123	20140128	     13.996	     58.671
